2024-01-15 08:00:00 | 192.168.1.10 | GET | /api/users | 200 | 45
2024-01-15 08:00:01 | 192.168.1.15 | GET | /api/products | 200 | 32
2024-01-15 08:00:03 | 10.0.0.5 | POST | /api/login | 200 | 12
2024-01-15 08:00:05 | 192.168.1.20 | GET | /api/users | 200 | 48
2024-01-15 08:00:08 | 192.168.1.10 | GET | /api/products | 200 | 28
2024-01-15 08:00:10 | 10.0.0.5 | POST | /api/logout | 200 | 8
2024-01-15 08:00:12 | 192.168.1.25 | GET | /api/users | 404 | 15
2024-01-15 08:00:15 | 192.168.1.30 | GET | /api/orders | 500 | 1200
2024-01-15 08:00:18 | 192.168.1.10 | GET | /api/products | 200 | 35
2024-01-15 08:00:20 | 10.0.0.8 | POST | /api/register | 201 | 55
2024-01-15 08:00:22 | 192.168.1.15 | GET | /api/users | 200 | 42
2024-01-15 08:00:25 | 192.168.1.35 | GET | /api/dashboard | 200 | 110
2024-01-15 08:00:28 | 192.168.1.10 | GET | /api/orders | 200 | 67
2024-01-15 08:00:30 | 10.0.0.5 | GET | /api/products | 200 | 30
2024-01-15 08:00:32 | 192.168.1.40 | GET | /api/users | 200 | 44
2024-01-15 08:00:35 | 192.168.1.45 | GET | /api/login | 200 | 10
2024-01-15 08:00:38 | 192.168.1.10 | POST | /api/orders | 201 | 95
2024-01-15 08:00:40 | 10.0.0.8 | GET | /api/products | 200 | 25
2024-01-15 08:00:42 | 192.168.1.25 | GET | /api/cart | 200 | 38
2024-01-15 08:00:45 | 192.168.1.50 | GET | /api/users | 200 | 50
2024-01-15 08:00:48 | 192.168.1.10 | GET | /api/products | 200 | 33
2024-01-15 08:00:50 | 10.0.0.5 | POST | /api/payment | 402 | 20
2024-01-15 08:00:52 | 192.168.1.55 | GET | /api/orders | 200 | 58
2024-01-15 08:00:55 | 192.168.1.60 | GET | /api/dashboard | 200 | 105
2024-01-15 08:00:58 | 192.168.1.10 | GET | /api/users | 200 | 47
2024-01-15 08:01:00 | 10.0.0.12 | POST | /api/login | 401 | 11
2024-01-15 08:01:02 | 192.168.1.15 | GET | /api/products | 200 | 29
2024-01-15 08:01:05 | 192.168.1.65 | GET | /api/orders | 500 | 2100
2024-01-15 08:01:08 | 192.168.1.10 | GET | /api/cart | 200 | 40
2024-01-15 08:01:10 | 10.0.0.5 | GET | /api/users | 200 | 52
2024-01-15 08:01:12 | 192.168.1.70 | GET | /api/products | 200 | 31
2024-01-15 08:01:15 | 192.168.1.75 | POST | /api/register | 409 | 25
2024-01-15 08:01:18 | 192.168.1.10 | GET | /api/orders | 200 | 62
2024-01-15 08:01:20 | 10.0.0.8 | GET | /api/dashboard | 200 | 98
2024-01-15 08:01:22 | 192.168.1.80 | GET | /api/users | 200 | 46
2024-01-15 08:01:25 | 192.168.1.85 | GET | /api/products | 200 | 27
2024-01-15 08:01:28 | 192.168.1.10 | GET | /api/users | 200 | 41
2024-01-15 08:01:30 | 10.0.0.5 | POST | /api/orders | 201 | 88
2024-01-15 08:01:32 | 192.168.1.90 | GET | /api/cart | 200 | 36
2024-01-15 08:01:35 | 192.168.1.95 | GET | /api/login | 200 | 9
2024-01-15 08:01:38 | 192.168.1.10 | GET | /api/products | 200 | 34
2024-01-15 08:01:40 | 10.0.0.12 | POST | /api/logout | 200 | 7
2024-01-15 08:01:42 | 192.168.1.100 | GET | /api/orders | 200 | 65
2024-01-15 08:01:45 | 192.168.1.105 | GET | /api/dashboard | 200 | 115
2024-01-15 08:01:48 | 192.168.1.10 | GET | /api/users | 200 | 49
2024-01-15 08:01:50 | 10.0.0.5 | GET | /api/products | 200 | 28
2024-01-15 08:01:52 | 192.168.1.110 | GET | /api/orders | 200 | 60
2024-01-15 08:01:55 | 192.168.1.115 | GET | /api/users | 404 | 18
2024-01-15 08:01:58 | 192.168.1.10 | POST | /api/payment | 200 | 150
2024-01-15 08:02:00 | 10.0.0.8 | GET | /api/products | 200 | 26
2024-01-15 08:02:02 | 192.168.1.120 | GET | /api/cart | 200 | 37
2024-01-15 08:02:05 | 192.168.1.125 | GET | /api/login | 200 | 11
2024-01-15 08:02:08 | 192.168.1.10 | GET | /api/orders | 200 | 64
2024-01-15 08:02:10 | 10.0.0.5 | POST | /api/register | 201 | 58
2024-01-15 08:02:12 | 192.168.1.130 | GET | /api/dashboard | 200 | 108
2024-01-15 08:02:15 | 192.168.1.135 | GET | /api/users | 200 | 43
2024-01-15 08:02:18 | 192.168.1.10 | GET | /api/products | 200 | 30
2024-01-15 08:02:20 | 10.0.0.12 | GET | /api/orders | 200 | 55
2024-01-15 08:02:22 | 192.168.1.140 | GET | /api/cart | 200 | 39
2024-01-15 08:02:25 | 192.168.1.145 | GET | /api/users | 200 | 51
2024-01-15 08:02:28 | 192.168.1.10 | GET | /api/products | 200 | 31
2024-01-15 08:02:30 | 10.0.0.5 | POST | /api/login | 200 | 13
2024-01-15 08:02:32 | 192.168.1.150 | GET | /api/orders | 200 | 61
